0-1KP|15648.546666666667|0.2717052763333334
M0-1KP|330684.632990228|0.2448328121111112
M0-1KP_0%.txt|405105.93523572094|0.2429989436666669
M0-1KP_10%.txt|124307.26879487785|0.2580422456666664
M0-1KP_100%.txt|405105.93523572094|0.2429989436666669
M0-1KP_20%.txt|322241.3617196638|0.240978898
M0-1KP_50%.txt|322241.3617196638|0.240978898
M0-1KP_75%.txt|405105.93523572094|0.2429989436666669
IKP|638223.5466666666|0.2904398506666666
MIKP|933225.137550098|0.2731150702777778
MIKP_0%|638223.5466666666|0.30278394399999997
MIKP_10%|1061235.1055583109|0.28335723100000015
MIKP_100%|638243.0752869353|0.2529773863333332
MIKP_20%|1048205.5975617428|0.28642188333333335
MIKP_50%|1164942.893463195|0.26168596333333366
MIKP_75%|1048500.6067637372|0.25146401366666665
