B-LKP_10%_10%.txt|23882.203333332785|0.34557912533333324
B-LKP_10%_100%.txt|15648.546666666654|0.9407092716666662
B-LKP_10%_20%.txt|25536.373333333177|0.4101446973333333
B-LKP_10%_50%.txt|28414.706666667003|0.6018682293333333
B-LKP_10%_75%.txt|29757.673333332787|0.7724541989999998
B-LKP_100%_10%.txt|23882.203333332785|0.35616922666666656
B-LKP_100%_100%.txt|15648.546666666654|0.9427841623333333
B-LKP_100%_20%.txt|25536.373333333177|0.4127377926666666
B-LKP_100%_50%.txt|28414.706666667003|0.6056373643333335
B-LKP_100%_75%.txt|29757.673333332787|0.7932369203333335
B-LKP_20%_10%.txt|23882.203333332785|0.34473507500000006
B-LKP_20%_100%.txt|15648.546666666654|0.9414254736666662
B-LKP_20%_20%.txt|25536.373333333177|0.40816204433333325
B-LKP_20%_50%.txt|28414.706666667003|0.6034266070000003
B-LKP_20%_75%.txt|29757.673333332787|0.7751093626666669
B-LKP_50%_10%.txt|23882.203333332785|0.34624847433333367
B-LKP_50%_100%.txt|15648.546666666654|0.9421835239999996
B-LKP_50%_20%.txt|25536.373333333177|0.407607884
B-LKP_50%_50%.txt|28414.706666667003|0.599674953666667
B-LKP_50%_75%.txt|29757.673333332787|0.7666778813333336
B-LKP_75%_10%.txt|23882.203333332785|0.3429615459999997
B-LKP_75%_100%.txt|15648.546666666654|0.9365639123333329
B-LKP_75%_20%.txt|14634.39|0.34429857166666694
B-LKP_75%_50%.txt|28414.706666667003|0.6014485700000001
B-LKP_75%_75%.txt|29757.673333332787|0.7689620893333335
