RMIKP_10%_10%.txt|1054336.343381912|0.28598990899999993
RMIKP_10%_100%.txt|580220.9775335775|0.2605255193333332
RMIKP_10%_20%.txt|1076550.8818829225|0.2803934593333333
RMIKP_10%_50%.txt|1218662.8496612168|0.2648506330000002
RMIKP_10%_75%.txt|1069464.1340755222|0.25224455100000015
RMIKP_100%_10%.txt|1037359.9024484156|0.29065928133333363
RMIKP_100%_100%.txt|319121.53764346766|0.2514643686666667
RMIKP_100%_20%.txt|1026855.9427072271|0.2839750716666667
RMIKP_100%_50%.txt|1137827.4958729635|0.27393336466666635
RMIKP_100%_75%.txt|1029317.9701083506|0.258020548666667
RMIKP_20%_10%.txt|1048608.7872404377|0.287719599
RMIKP_20%_100%.txt|531869.2294057794|0.25654000666666665
RMIKP_20%_20%.txt|1073619.3210941532|0.2805775836666666
RMIKP_20%_50%.txt|1257926.457731653|0.2705771999999999
RMIKP_20%_75%.txt|1056355.6275258148|0.25661349766666663
RMIKP_50%_10%.txt|1035533.2224694956|0.2876630883333332
RMIKP_50%_100%.txt|425495.38352462347|0.25337239033333325
RMIKP_50%_20%.txt|1059621.421233527|0.2877911716666669
RMIKP_50%_50%.txt|1176138.5169428154|0.26928240633333317
RMIKP_50%_75%.txt|1041470.5666204701|0.25763844500000005
RMIKP_75%_10%.txt|1036328.9314821127|0.2906621046666665
RMIKP_75%_100%.txt|364710.32873539155|0.25490176600000036
RMIKP_75%_20%.txt|1027384.7694700073|0.28697636633333334
RMIKP_75%_50%.txt|1150056.4597844165|0.27061509299999975
RMIKP_75%_75%.txt|1032448.4728038366|0.25758211300000006
